,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Computation_Time(ms),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
0,0,C3-C8-C10,37.41531,9552.721,C3-C8-C10-C16-C17,"(3, 8, 10, 16, 17)",C3-C8-C10-C16-C17,25.90000033378601,13987,9531.718492507936,1993.1797981262207,13487.469673156738,3-8-10-16-17,74.708,8414.89
1,1,C1-C6-C8,33.8833,8386.844,C1-C6-C8-C15-C19,"(1, 6, 8, 15, 19)",C1-C6-C8-C15-C19,40.02000093460083,13992,9280.577898025513,1882.534503936768,13543.58720779419,1-6-8-15-19,76.11,8500.0
2,2,C4-C6-C7,39.86723,9713.377,C4-C6-C7-C17-C19,"(4, 6, 7, 17, 19)",C4-C6-C7-C17-C19,28.24000120162964,13991,9349.32804107666,1924.076795578003,13384.964942932129,4-6-7-17-19,76.838,8464.84
3,3,C2-C5-C8-C10,42.186096,10426.426,C2-C5-C8-C10-C16,"(2, 5, 8, 10, 16)",C2-C5-C8-C10-C16,32.19999969005585,13982,9202.59976387024,1865.5555248260496,13121.19436264038,2-5-8-10-16,73.046,8544.23
4,4,C2-C6-C8,36.021805,8430.763,C2-C6-C8-C15-C18,"(2, 6, 8, 15, 18)",C2-C6-C8-C15-C18,35.92999875545502,13982,9780.948400497437,2299.623966217041,13667.88411140442,2-6-8-15-18,71.04599999999999,8454.29
5,5,C4-C5-C8,35.655354,9414.59,C4-C5-C8-C20-C21,"(4, 5, 8, 20, 21)",C4-C5-C8-C20-C21,30.550000071525574,13985,9251.621961593628,1869.235038757324,13189.44525718689,4-5-8-20-21,75.404,8807.3
6,6,C1-C3-C4-C7,44.119907,10278.164,C1-C3-C4-C7-C17,"(1, 3, 4, 7, 17)",C1-C3-C4-C7-C17,28.51000130176544,13995,9281.166791915894,1887.7997398376465,13674.821853637695,1-3-4-7-17,79.446,8516.36
7,7,C1-C2-C7-C10,45.29566,10475.054,C1-C2-C7-C10-C17,"(1, 2, 7, 10, 17)",C1-C2-C7-C10-C17,48.28000068664551,13990,9380.33366203308,1908.6582660675049,13340.578556060793,1-2-7-10-17,80.4,8502.710000000001
8,8,C1-C4-C8-C10,41.779358,10211.626,C1-C4-C8-C10-C21,"(1, 4, 8, 10, 21)",C1-C4-C8-C10-C21,36.73000037670136,13986,9218.148231506348,1875.0925064086916,13124.59683418274,1-4-8-10-21,76.338,8511.34
9,9,C3-C9-C10,40.173424,9762.851,C3-C9-C10-C20-C24,"(3, 9, 10, 20, 24)",C3-C9-C10-C20-C24,37.85000145435333,13984,9233.330011367798,1883.5818767547607,13123.433589935305,3-9-10-20-24,78.92800000000001,8637.99
10,10,C1-C5-C6,36.441322,8486.658,C1-C5-C6-C15-C17,"(1, 5, 6, 15, 17)",C1-C5-C6-C15-C17,49.54000115394592,13996,10033.486366271973,2501.3439655303955,13912.676095962524,1-5-6-15-17,77.9,8622.95
11,11,C2-C5-C10,37.737087,9241.416,C2-C5-C10-C15-C19,"(2, 5, 10, 15, 19)",C2-C5-C10-C15-C19,35.74000000953674,13990,9322.100400924684,1886.441707611084,13121.017456054688,2-5-10-15-19,78.638,8548.74
12,12,C2-C5-C6-C8,44.743195,10569.021,C2-C5-C6-C8-C17,"(2, 5, 6, 8, 17)",C2-C5-C6-C8-C17,25.36999881267548,13987,9219.074249267578,1885.901689529419,13160.385608673096,2-5-6-8-17,73.474,8577.720000000001
13,13,C2-C6-C8,33.99448,8924.098,C2-C6-C8-C16-C19,"(2, 6, 8, 16, 19)",C2-C6-C8-C16-C19,25.339999794960026,13983,10086.840867996216,2674.398183822632,13991.379976272585,2-6-8-16-19,72.71799999999999,8453.86
14,14,C1-C7-C9,37.186676,8732.201,C1-C7-C9-C20-C22,"(1, 7, 9, 20, 22)",C1-C7-C9-C20-C22,53.049999475479126,13989,9300.70447921753,1875.328063964844,13244.234561920166,1-7-9-20-22,81.934,8712.310000000001
15,15,C6-C9-C10,42.40658,10550.93,C6-C9-C10-C16-C19,"(6, 9, 10, 16, 19)",C6-C9-C10-C16-C19,40.950000286102295,13987,9130.377769470217,1868.4535026550293,12944.243907928469,6-9-10-16-19,75.50399999999999,8420.06
16,16,C1-C2-C8,33.8928,8217.297,C1-C2-C8-C20-C21,"(1, 2, 8, 20, 21)",C1-C2-C8-C20-C21,27.500000596046448,13985,9250.488758087158,1874.0565776824951,13069.974660873411,1-2-8-20-21,78.638,8754.800000000001
17,17,C2-C8-C10,33.74592,9154.582,C2-C8-C10-C21-C22,"(2, 8, 10, 21, 22)",C2-C8-C10-C21-C22,24.6399998664856,13981,9296.919822692871,1876.2924671173096,14039.774417877195,2-8-10-21-22,77.244,8452.82
18,18,C4-C7-C9,44.294895,9865.215,C4-C7-C9-C17-C20,"(4, 7, 9, 17, 20)",C4-C7-C9-C17-C20,40.41999876499176,13989,9374.948501586914,1904.5777320861816,13157.505989074709,4-7-9-17-20,79.652,8660.09
19,19,C3-C4-C8-C10,46.21981,10179.004,C3-C4-C8-C10-C18,"(3, 4, 8, 10, 18)",C3-C4-C8-C10-C18,33.070001006126404,13981,9261.213541030884,1879.4643878936768,13128.395318984984,3-4-8-10-18,70.85,8433.82
20,20,C2-C5-C9-C10,45.705227,10963.587,C2-C5-C9-C10-C22,"(2, 5, 9, 10, 22)",C2-C5-C9-C10-C22,18.960000574588776,13985,9208.34755897522,1849.6241569519043,13107.40876197815,2-5-9-10-22,78.47,8540.1
21,21,C2-C7-C8,34.500393,8934.742,C2-C7-C8-C16-C19,"(2, 7, 8, 16, 19)",C2-C7-C8-C16-C19,38.53999972343445,13987,9254.252910614014,1894.120693206787,13128.856182098389,2-7-8-16-19,75.812,8441.03
22,22,C7-C8-C9,41.981365,10132.065,C7-C8-C9-C18-C24,"(7, 8, 9, 18, 24)",C7-C8-C9-C18-C24,20.80000042915344,13986,10388.141870498655,2895.4415321350098,14220.31831741333,7-8-9-18-24,74.378,8411.36
23,23,C1-C6-C8,33.490715,8671.058,C1-C6-C8-C16-C23,"(1, 6, 8, 16, 23)",C1-C6-C8-C16-C23,19.220000505447388,13988,9433.213233947754,1911.565542221069,13365.354061126707,1-6-8-16-23,74.338,8518.28
24,24,C1-C2-C6,37.95999,8582.822,C1-C2-C6-C15-C20,"(1, 2, 6, 15, 20)",C1-C2-C6-C15-C20,31.83000087738037,13985,9241.409540176392,1883.528470993042,13181.747198104858,1-2-6-15-20,77.98400000000001,8750.86
25,25,C3-C4-C10,38.105938,9490.473,C3-C4-C10-C22-C25,"(3, 4, 10, 22, 25)",C3-C4-C10-C22-C25,36.14000082015991,13985,9288.519620895386,1879.924297332764,13110.743045806885,3-4-10-22-25,78.046,8419.01
26,26,C1-C2-C6,34.68151,8427.654,C1-C2-C6-C21-C24,"(1, 2, 6, 21, 24)",C1-C2-C6-C21-C24,45.98999917507172,13986,9306.514024734495,1880.659818649292,13300.196170806885,1-2-6-21-24,78.236,8545.94
27,27,C2-C7-C8-C10,43.944374,10581.739,C2-C7-C8-C10-C17,"(2, 7, 8, 10, 17)",C2-C7-C8-C10-C17,40.380001068115234,13986,9354.806900024414,1897.947072982788,13227.213144302368,2-7-8-10-17,76.768,8435.62
28,28,C4-C7-C8,37.144188,9490.568,C4-C7-C8-C20-C23,"(4, 7, 8, 20, 23)",C4-C7-C8-C20-C23,29.71000075340271,13985,10591.80760383606,3146.940231323242,14636.674404144287,4-7-8-20-23,76.732,8688.94
29,29,C4-C6-C8,38.603546,9630.476,C4-C6-C8-C15-C20,"(4, 6, 8, 15, 20)",C4-C6-C8-C15-C20,37.049999833107,13981,9280.53855895996,1890.652656555176,13171.43702507019,4-6-8-15-20,73.01599999999999,8678.39
30,30,C3-C7-C10,38.954517,9845.2705,C3-C7-C10-C16-C24,"(3, 7, 10, 16, 24)",C3-C7-C10-C16-C24,36.71000003814697,13986,9231.513500213625,1905.602216720581,13141.85643196106,3-7-10-16-24,76.81400000000001,8424.810000000001
31,31,C1-C3-C6,37.858955,8705.14,C1-C3-C6-C18-C24,"(1, 3, 6, 18, 24)",C1-C3-C6-C18-C24,29.84000146389008,13986,9242.195129394531,1867.248773574829,13214.793682098389,1-3-6-18-24,73.976,8514.240000000002
32,32,C6-C7-C9,42.56135,10318.035,C6-C7-C9-C21-C25,"(6, 7, 9, 21, 25)",C6-C7-C9-C21-C25,29.19000089168549,13996,9241.790294647217,1880.6374073028564,13022.576570510864,6-7-9-21-25,79.464,8450.12
33,33,C3-C6-C7,39.220627,9499.074,C3-C6-C7-C22-C23,"(3, 6, 7, 22, 23)",C3-C6-C7-C22-C23,17.810000479221344,13991,9142.725229263306,1851.6185283660889,13044.83199119568,3-6-7-22-23,78.196,8483.3
34,34,C5-C9-C10,43.688667,10280.631,C5-C9-C10-C21-C25,"(5, 9, 10, 21, 25)",C5-C9-C10-C21-C25,36.14999949932098,13995,10739.776611328123,3291.931390762329,14773.22769165039,5-9-10-21-25,80.214,8531.4
35,35,C1-C4-C8,32.911564,8089.0396,C1-C4-C8-C24-C25,"(1, 4, 8, 24, 25)",C1-C4-C8-C24-C25,31.74999952316284,13986,9145.572423934937,1938.523769378662,12860.530853271484,1-4-8-24-25,76.81,8471.29
36,36,C1-C8-C9-C10,44.276478,10513.219,C1-C8-C9-C10-C17,"(1, 8, 9, 10, 17)",C1-C8-C9-C10-C17,25.87999999523163,13991,8562.62493133545,1726.7930507659912,11941.548585891724,1-8-9-10-17,78.24600000000001,8459.93
37,37,C3-C4-C5-C10,47.383766,10910.698,C3-C4-C5-C10-C17,"(3, 4, 5, 10, 17)",C3-C4-C5-C10-C17,20.05999982357025,13990,8451.079845428467,1715.2414321899414,11917.683362960815,3-4-5-10-17,76.47600000000001,8556.66
38,38,C3-C4-C8-C10,43.40998,10629.609,C3-C4-C8-C10-C21,"(3, 4, 8, 10, 21)",C3-C4-C8-C10-C21,44.690001010894775,13986,8476.07159614563,1705.2617073059082,11873.09193611145,3-4-8-10-21,75.022,8458.98
39,39,C1-C6-C10,36.754738,8895.085,C1-C6-C10-C24-C25,"(1, 6, 10, 24, 25)",C1-C6-C10-C24-C25,30.34000098705292,13986,8508.236646652222,1719.1298007965088,11902.47130393982,1-6-10-24-25,77.588,8477.21
40,40,C5-C8-C10,38.18143,10218.983,C5-C8-C10-C23-C24,"(5, 8, 10, 23, 24)",C5-C8-C10-C23-C24,32.910001277923584,13986,9183.387517929075,1902.7769565582275,13034.524202346802,5-8-10-23-24,76.01200000000001,8545.470000000001
41,41,C2-C3-C8,32.346672,8568.843,C2-C3-C8-C23-C24,"(2, 3, 8, 23, 24)",C2-C3-C8-C23-C24,37.43999898433685,13986,11232.694149017334,3692.8558349609375,15141.63088798523,2-3-8-23-24,77.064,8460.800000000001
42,42,C2-C4-C5-C7,45.3388,10508.576,C2-C4-C5-C7-C16,"(2, 4, 5, 7, 16)",C2-C4-C5-C7-C16,28.299999237060547,13986,9556.42318725586,1947.2095966339111,13471.372842788696,2-4-5-7-16,75.186,8577.7
43,43,C1-C4-C5-C8,44.77713,10121.134,C1-C4-C5-C8-C23,"(1, 4, 5, 8, 23)",C1-C4-C5-C8-C23,31.16999864578247,13991,9674.885034561155,1948.5766887664795,13628.244876861572,1-4-5-8-23,76.194,8633.94
44,44,C1-C2-C9,37.00321,8724.189,C1-C2-C9-C18-C22,"(1, 2, 9, 18, 22)",C1-C2-C9-C18-C22,27.390000224113464,13985,9461.484909057615,1915.754556655884,13356.76884651184,1-2-9-18-22,78.026,8490.82
45,45,C3-C5-C6-C9,46.49907,11063.84,C3-C5-C6-C9-C15,"(3, 5, 6, 9, 15)",C3-C5-C6-C9-C15,32.51999914646149,13996,9348.129034042358,1889.6074295043943,13233.125925064089,3-5-6-9-15,76.35600000000001,8560.189999999999
46,46,C1-C3-C6,35.368557,8727.897,C1-C3-C6-C16-C24,"(1, 3, 6, 16, 24)",C1-C3-C6-C16-C24,27.75000035762787,13987,9262.79091835022,1877.5174617767332,13156.745672225952,1-3-6-16-24,75.418,8509.03
47,47,C2-C5-C9,38.09711,9094.541,C2-C5-C9-C17-C21,"(2, 5, 9, 17, 21)",C2-C5-C9-C17-C21,19.5700004696846,13995,9228.64270210266,1865.738868713379,13096.377849578856,2-5-9-17-21,80.582,8572.84
48,48,C6-C7-C9,41.961475,10334.61,C6-C7-C9-C16-C25,"(6, 7, 9, 16, 25)",C6-C7-C9-C16-C25,37.47999966144562,13992,9190.69528579712,1855.5006980896,13128.081560134888,6-7-9-16-25,76.73400000000001,8419.75
49,49,C1-C4-C7,35.141884,8527.909,C1-C4-C7-C17-C24,"(1, 4, 7, 17, 24)",C1-C4-C7-C17-C24,31.290000677108765,13990,9283.041954040527,1893.9573764801023,13224.55620765686,1-4-7-17-24,79.714,8500.44
50,50,C1-C2-C5-C8,44.30597,10058.85,C1-C2-C5-C8-C25,"(1, 2, 5, 8, 25)",C1-C2-C5-C8-C25,37.43000030517578,13991,11490.261793136597,3885.097503662109,15418.744802474976,1-2-5-8-25,77.296,8602.83
51,51,C1-C3-C9,37.18693,8468.959,C1-C3-C9-C20-C24,"(1, 3, 9, 20, 24)",C1-C3-C9-C20-C24,34.81000065803528,13989,9460.968732833862,1919.4142818450928,13406.66937828064,1-3-9-20-24,80.626,8709.380000000001
52,52,C4-C7-C8,35.96313,9482.645,C4-C7-C8-C16-C24,"(4, 7, 8, 16, 24)",C4-C7-C8-C16-C24,34.95999872684479,13982,9369.765996932983,1892.188549041748,13394.349098205566,4-7-8-16-24,73.632,8430.27
53,53,C2-C8-C9,33.850155,8938.964,C2-C8-C9-C20-C22,"(2, 8, 9, 20, 22)",C2-C8-C9-C20-C22,37.18000054359436,13980,9331.961154937744,1915.989637374878,13109.292268753052,2-8-9-20-22,77.69999999999999,8653.21
54,54,C5-C7-C9-C10,48.616703,11078.5,C5-C7-C9-C10-C16,"(5, 7, 9, 10, 16)",C5-C7-C9-C10-C16,32.4400007724762,13991,9339.252948760986,1898.7462520599363,13294.84224319458,5-7-9-10-16,76.904,8528.01
55,55,C2-C3-C7,42.482296,9294.167,C2-C3-C7-C18-C20,"(2, 3, 7, 18, 20)",C2-C3-C7-C18-C20,20.509999990463257,13984,9300.423383712769,1907.2277545928955,13137.762308120728,2-3-7-18-20,76.15599999999999,8690.56
56,56,C2-C8-C9,34.39738,9047.102,C2-C8-C9-C22-C23,"(2, 8, 9, 22, 23)",C2-C8-C9-C22-C23,25.24999976158142,13986,9363.378763198853,1895.169734954834,13139.18161392212,2-8-9-22-23,78.622,8442.22
57,57,C1-C2-C4,36.690403,8339.881,C1-C2-C4-C20-C21,"(1, 2, 4, 20, 21)",C1-C2-C4-C20-C21,32.37999975681305,13984,9288.960933685305,1899.6562957763672,13200.05702972412,1-2-4-20-21,79.70599999999999,8770.69
58,58,C3-C5-C10,43.108517,9693.026,C3-C5-C10-C17-C20,"(3, 5, 10, 17, 20)",C3-C5-C10-C17-C20,13.71999979019165,13989,9314.500331878662,1884.3204975128172,13252.102375030518,3-5-10-17-20,78.30600000000001,8774.55
59,59,C3-C7-C9,39.411674,9583.951,C3-C7-C9-C22-C24,"(3, 7, 9, 22, 24)",C3-C7-C9-C22-C24,60.54999828338623,13990,9417.681217193604,1918.0405139923096,13379.215955734251,3-7-9-22-24,80.304,8424.98
60,60,C4-C5-C8,35.933758,9313.847,C4-C5-C8-C16-C25,"(4, 5, 8, 16, 25)",C4-C5-C8-C16-C25,33.50000083446503,13987,11835.39891242981,4164.4127368927,15773.125410079956,4-5-8-16-25,73.362,8529.45
61,61,C7-C8-C10,43.28294,9710.263,C7-C8-C10-C15-C18,"(7, 8, 10, 15, 18)",C7-C8-C10-C15-C18,44.9099987745285,13986,9513.569831848145,1934.7856044769287,13518.57042312622,7-8-10-15-18,73.66999999999999,8415.890000000001
62,62,C3-C7-C10,40.634632,9752.023,C3-C7-C10-C17-C24,"(3, 7, 10, 17, 24)",C3-C7-C10-C17-C24,28.850001096725464,13990,9453.412055969238,1919.9626445770264,13376.630067825316,3-7-10-17-24,79.26400000000001,8427.890000000001
63,63,C1-C5-C6-C9,43.94778,10700.407,C1-C5-C6-C9-C22,"(1, 5, 6, 9, 22)",C1-C5-C6-C9-C22,31.83000087738037,13991,9442.638397216797,1920.2020168304443,13370.081186294556,1-5-6-9-22,77.67599999999999,8616.33
64,64,C1-C2-C7,38.24533,8151.4316,C1-C2-C7-C15-C18,"(1, 2, 7, 15, 18)",C1-C2-C7-C15-C18,22.66000062227249,13990,9383.118152618408,1888.955354690552,13160.716772079468,1-2-7-15-18,77.772,8508.550000000001
65,65,C4-C7-C9-C10,49.24778,11076.537,C4-C7-C9-C10-C25,"(4, 7, 9, 10, 25)",C4-C7-C9-C10-C25,31.459999084472656,13990,9402.593851089478,1915.7638549804688,13320.989608764648,4-7-9-10-25,78.78999999999999,8406.14
66,66,C2-C3-C6-C8,44.865864,10406.279,C2-C3-C6-C8-C25,"(2, 3, 6, 8, 25)",C2-C3-C6-C8-C25,34.290000796318054,13987,9400.264501571655,1924.2823123931885,13302.414894104004,2-3-6-8-25,74.15799999999999,8451.61
67,67,C6-C7-C8,38.628807,9968.153,C6-C7-C8-C17-C23,"(6, 7, 8, 17, 23)",C6-C7-C8-C17-C23,32.749998569488525,13992,9420.153141021729,1916.4164066314695,13327.30746269226,6-7-8-17-23,76.162,8467.550000000001
68,68,C3-C4-C7-C9,47.060505,10917.39,C3-C4-C7-C9-C17,"(3, 4, 7, 9, 17)",C3-C4-C7-C9-C17,34.02000069618225,13995,9399.845361709597,1903.372287750244,13479.253768920898,3-4-7-9-17,79.07000000000001,8441.039999999999
69,69,C5-C6-C10,44.225094,10131.822,C5-C6-C10-C18-C25,"(5, 6, 10, 18, 25)",C5-C6-C10-C18-C25,28.09999883174896,13986,9427.82473564148,1939.2647743225095,13406.23164176941,5-6-10-18-25,72.69800000000001,8540.58
70,70,C2-C4-C9,36.345684,8749.913,C2-C4-C9-C15-C16,"(2, 4, 9, 15, 16)",C2-C4-C9-C15-C16,29.10999953746796,13986,9481.408596038818,1917.8783893585205,13463.46926689148,2-4-9-15-16,76.9,8430.630000000001
71,71,C2-C3-C8,35.39578,8867.025,C2-C3-C8-C18-C25,"(2, 3, 8, 18, 25)",C2-C3-C8-C18-C25,20.489999651908875,13986,9692.937135696411,1981.7993640899656,16356.873273849487,2-3-8-18-25,73.838,8429.800000000001
72,72,C4-C6-C7,40.855778,9235.729,C4-C6-C7-C16-C18,"(4, 6, 7, 16, 18)",C4-C6-C7-C16-C18,25.13999938964844,13982,9824.002742767334,1998.7564086914065,13969.533443450928,4-6-7-16-18,70.55199999999999,8461.87
73,73,C3-C8-C10,40.88035,9545.572,C3-C8-C10-C17-C20,"(3, 8, 10, 17, 20)",C3-C8-C10-C17-C20,27.180001139640808,13985,9542.303323745728,1935.4190826416016,13576.849699020386,3-8-10-17-20,76.572,8649.58
74,74,C1-C2-C8,33.972553,8144.6,C1-C2-C8-C16-C18,"(1, 2, 8, 16, 18)",C1-C2-C8-C16-C18,23.25000017881393,13982,9602.373123168943,1983.2398891448972,13597.294092178345,1-2-8-16-18,72.602,8494.95
75,75,C2-C6-C10,36.54495,9413.015,C2-C6-C10-C15-C24,"(2, 6, 10, 15, 24)",C2-C6-C10-C15-C24,35.6799989938736,13981,9557.02543258667,1950.850486755371,13560.63747406006,2-6-10-15-24,75.97200000000001,8444.5
76,76,C2-C6-C9,37.67874,9292.435,C2-C6-C9-C16-C25,"(2, 6, 9, 16, 25)",C2-C6-C9-C16-C25,29.249998927116398,13987,9492.836475372314,1928.317070007324,13454.44130897522,2-6-9-16-25,76.13199999999999,8427.74
77,77,C4-C6-C10,40.96334,9862.574,C4-C6-C10-C17-C25,"(4, 6, 10, 17, 25)",C4-C6-C10-C17-C25,27.2599995136261,13986,9499.095678329468,1966.867208480835,13467.45991706848,4-6-10-17-25,75.924,8429.37
78,78,C1-C3-C9,38.630352,8386.283,C1-C3-C9-C21-C25,"(1, 3, 9, 21, 25)",C1-C3-C9-C21-C25,29.789999127388,14000,9495.258808135986,1939.2805099487305,13486.3018989563,1-3-9-21-25,82.494,8492.550000000001
79,79,C1-C4-C8-C10,41.493942,10217.451,C1-C4-C8-C10-C22,"(1, 4, 8, 10, 22)",C1-C4-C8-C10-C22,40.00000059604645,13981,9530.15422821045,1935.1353645324707,13405.81464767456,1-4-8-10-22,75.776,8485.07
80,80,C1-C3-C7,38.83445,8165.2217,C1-C3-C7-C17-C18,"(1, 3, 7, 17, 18)",C1-C3-C7-C17-C18,31.74999952316284,13995,9388.55767250061,1932.0669174194336,13401.815176010132,1-3-7-17-18,77.97,8504.77
81,81,C3-C5-C9,40.16634,9441.743,C3-C5-C9-C20-C21,"(3, 5, 9, 20, 21)",C3-C5-C9-C20-C21,36.43999993801117,13994,9394.087076187134,1917.1156883239744,13361.371755599976,3-5-9-20-21,79.90799999999999,8797.91
82,82,C1-C7-C9,38.702072,8924.277,C1-C7-C9-C16-C23,"(1, 7, 9, 16, 23)",C1-C7-C9-C16-C23,42.77999997138977,13996,9526.201486587524,1932.163953781128,13481.72092437744,1-7-9-16-23,80.688,8497.220000000001
83,83,C4-C5-C10,40.222195,9750.555,C4-C5-C10-C20-C23,"(4, 5, 10, 20, 23)",C4-C5-C10-C20-C23,25.67000091075897,13984,9517.20643043518,1947.4506378173828,13493.77465248108,4-5-10-20-23,77.394,8796.33
84,84,C5-C6-C9,44.908173,10077.11,C5-C6-C9-C15-C20,"(5, 6, 9, 15, 20)",C5-C6-C9-C15-C20,30.52000105381012,13990,12948.071241378784,5196.634531021118,16971.04024887085,5-6-9-15-20,76.938,8779.24
85,85,C3-C5-C10,40.313084,9538.111,C3-C5-C10-C20-C23,"(3, 5, 10, 20, 23)",C3-C5-C10-C20-C23,27.59000062942505,13989,9887.154817581177,1998.5244274139404,13896.162748336792,3-5-10-20-23,78.64200000000001,8795.17
86,86,C2-C6-C8,32.82285,8829.467,C2-C6-C8-C15-C22,"(2, 6, 8, 15, 22)",C2-C6-C8-C15-C22,41.5800005197525,13982,9767.91262626648,1972.851037979126,13696.552038192747,2-6-8-15-22,74.65599999999999,8453.18
87,87,C3-C4-C5,38.585327,9330.227,C3-C4-C5-C16-C19,"(3, 4, 5, 16, 19)",C3-C4-C5-C16-C19,62.09999918937683,13991,9685.765981674194,1997.1017837524412,13790.33064842224,3-4-5-16-19,75.52000000000001,8562.07
88,88,C1-C2-C3-C7,44.82849,10347.537,C1-C2-C3-C7-C25,"(1, 2, 3, 7, 25)",C1-C2-C3-C7-C25,41.65999889373779,13995,9601.940870285034,1939.124584197998,13660.009860992432,1-2-3-7-25,80.88399999999999,8505.87
89,89,C5-C8-C9,39.58976,9799.583,C5-C8-C9-C20-C25,"(5, 8, 9, 20, 25)",C5-C8-C9-C20-C25,31.459999084472656,13990,9630.75566291809,1964.85447883606,13478.334665298462,5-8-9-20-25,77.41400000000002,8740.02
90,90,C1-C5-C7-C9,46.223106,10644.727,C1-C5-C7-C9-C17,"(1, 5, 7, 9, 17)",C1-C5-C7-C9-C17,23.38999956846237,14000,9526.371955871582,1977.7007102966309,13472.678422927856,1-5-7-9-17,81.05199999999999,8602.48
91,91,C1-C7-C8-C10,46.881454,10448.561,C1-C7-C8-C10-C20,"(1, 7, 8, 10, 20)",C1-C7-C8-C10-C20,27.93000042438507,13985,9527.584552764893,1932.5873851776123,13460.846662521362,1-7-8-10-20,77.41,8713.05
92,92,C1-C2-C4-C9,43.789745,10254.688,C1-C2-C4-C9-C21,"(1, 2, 4, 9, 21)",C1-C2-C4-C9-C21,33.6899995803833,13990,9589.143753051758,1952.9430866241453,13524.103164672852,1-2-4-9-21,80.064,8528.68
93,93,C1-C5-C10,38.513477,8649.959,C1-C5-C10-C19-C25,"(1, 5, 10, 19, 25)",C1-C5-C10-C19-C25,38.74000012874603,13995,9490.947246551514,1938.1487369537356,13413.992166519163,1-5-10-19-25,80.25399999999999,8581.45
94,94,C1-C2-C8,33.82933,8170.781,C1-C2-C8-C21-C23,"(1, 2, 8, 21, 23)",C1-C2-C8-C21-C23,31.38999938964844,13991,8996.035814285278,1856.7569255828855,12535.021305084229,1-2-8-21-23,79.56,8543.810000000001
95,95,C6-C7-C10,41.131252,10544.568,C6-C7-C10-C22-C24,"(6, 7, 10, 22, 24)",C6-C7-C10-C22-C24,29.71999943256378,13981,9292.728424072266,1971.3568687438965,13207.655668258669,6-7-10-22-24,76.578,8440.29
96,96,C2-C3-C6,35.48315,8849.356,C2-C3-C6-C17-C24,"(2, 3, 6, 17, 24)",C2-C3-C6-C17-C24,28.58000099658966,13986,9412.632703781128,1931.278944015503,13528.547525405884,2-3-6-17-24,76.64,8466.29
97,97,C3-C4-C5,39.314297,9204.718,C3-C4-C5-C17-C23,"(3, 4, 5, 17, 23)",C3-C4-C5-C17-C23,36.23000085353851,13995,9608.18600654602,1954.3359279632568,13657.285928726196,3-4-5-17-23,78.36200000000001,8583.75
98,98,C3-C4-C5,38.509254,9001.967,C3-C4-C5-C15-C16,"(3, 4, 5, 15, 16)",C3-C4-C5-C15-C16,18.850000202655792,13991,9722.605466842651,1967.5953388214111,13583.796501159668,3-4-5-15-16,75.29,8557.289999999999
99,99,C2-C4-C6,34.92682,8945.596,C2-C4-C6-C19-C24,"(2, 4, 6, 19, 24)",C2-C4-C6-C19-C24,26.069998741149902,13981,12589.928150177002,4926.414489746094,16366.506576538086,2-4-6-19-24,75.336,8469.470000000001
100,100,C5-C8-C10,38.972694,10114.305,C5-C8-C10-C19-C22,"(5, 8, 10, 19, 22)",C5-C8-C10-C19-C22,13.670000433921814,13986,8983.919382095337,1831.9554328918457,12465.645790100098,5-8-10-19-22,76.238,8531.25
101,101,C2-C3-C5-C10,46.887962,10745.36,C2-C3-C5-C10-C17,"(2, 3, 5, 10, 17)",C2-C3-C5-C10-C17,36.46999895572662,13990,8786.092281341553,1782.4454307556152,12355.093479156494,2-3-5-10-17,77.812,8562.039999999999
102,102,C2-C5-C8,36.66381,8358.144,C2-C5-C8-C15-C18,"(2, 5, 8, 15, 18)",C2-C5-C8-C15-C18,23.899999260902405,13986,8825.68645477295,1802.621841430664,12323.456287384031,2-5-8-15-18,72.868,8553.15
103,103,C4-C9-C10,43.042606,9919.887,C4-C9-C10-C17-C19,"(4, 9, 10, 17, 19)",C4-C9-C10-C17-C19,33.30000042915344,13990,8853.321313858032,1781.5587520599363,12260.659456253052,4-9-10-17-19,79.11,8412.92
104,104,C1-C5-C6,37.24753,8474.032,C1-C5-C6-C17-C19,"(1, 5, 6, 17, 19)",C1-C5-C6-C17-C19,36.19000017642975,13996,8873.074769973755,1789.4539833068848,12259.338855743408,1-5-6-17-19,78.13,8627.73
105,105,C2-C3-C7,37.73209,9027.576,C2-C3-C7-C16-C19,"(2, 3, 7, 16, 19)",C2-C3-C7-C16-C19,27.619999647140503,13991,8751.742839813232,1770.369529724121,12133.888483047484,2-3-7-16-19,78.128,8455.76
106,106,C1-C3-C8-C9,40.96254,10077.496,C1-C3-C8-C9-C16,"(1, 3, 8, 9, 16)",C1-C3-C8-C9-C16,38.510000705718994,13992,8881.362915039062,1799.211025238037,12858.272075653076,1-3-8-9-16,76.178,8475.88
107,107,C2-C4-C5,35.961723,8962.1045,C2-C4-C5-C15-C24,"(2, 4, 5, 15, 24)",C2-C4-C5-C15-C24,26.240000128746036,13985,10047.477006912231,2149.8517990112305,14728.943586349487,2-4-5-15-24,76.92800000000001,8563.550000000001
