,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Computation_Time(ms),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
366,366,C1-C2-C8,13.236988,12525.143,C1-C2-C8-C18-C21,"(1, 2, 8, 18, 21)",C1-C2-C8-C18-C21,11.490000039339066,11987,12568.886041641235,2533.8799953460693,18509.12404060364,1-2-8-18-21,30.576,13039.83
367,367,C2-C6-C8-C10,20.860924,14486.578,C2-C6-C8-C10-C17,"(2, 6, 8, 10, 17)",C2-C6-C8-C10-C17,14.699999988079073,11983,12635.64658164978,2549.6058464050293,18651.795864105225,2-6-8-10-17,25.994,13458.98
368,368,C1-C2-C5-C6,20.362505,13981.435,C1-C2-C5-C6-C22,"(1, 2, 5, 6, 22)",C1-C2-C5-C6-C22,11.100000143051147,11986,12534.208536148071,2539.231300354004,18567.82102584839,1-2-5-6-22,23.432,12725.22
369,369,C1-C5-C8,12.77206,12517.946,C1-C5-C8-C18-C24,"(1, 5, 8, 18, 24)",C1-C5-C8-C18-C24,10.329999774694445,11986,12508.267879486084,2536.8001461029053,18482.83076286316,1-5-8-18-24,27.724,12923.91
370,370,C1-C6-C10,14.881052,12969.593,C1-C6-C10-C15-C16,"(1, 6, 10, 15, 16)",C1-C6-C10-C15-C16,13.079999387264252,11988,12539.026498794556,2534.956455230713,18590.45648574829,1-6-10-15-16,30.48,13104.63
371,371,C1-C3-C8,12.573031,12417.665,C1-C3-C8-C15-C24,"(1, 3, 8, 15, 24)",C1-C3-C8-C15-C24,11.20000034570694,11991,12596.435070037842,2557.290554046631,18574.694395065308,1-3-8-15-24,37.62,12923.669999999998
372,372,C1-C3-C10,15.246628,12007.18,C1-C3-C10-C17-C18,"(1, 3, 10, 17, 18)",C1-C3-C10-C17-C18,16.88999980688095,11990,12550.529956817629,2535.787582397461,18406.025886535645,1-3-10-17-18,35.454,13560.98
373,373,C1-C2-C8,10.749367,12756.908,C1-C2-C8-C20-C24,"(1, 2, 8, 20, 24)",C1-C2-C8-C20-C24,11.089999973773956,11984,12622.34878540039,2562.242031097412,18501.88517570496,1-2-8-20-24,31.526,12917.94
374,374,C5-C6-C9,20.40469,13515.302,C5-C6-C9-C18-C20,"(5, 6, 9, 18, 20)",C5-C6-C9-C18-C20,11.20000034570694,11988,12598.360776901243,2534.992218017578,18775.235176086426,5-6-9-18-20,25.808,12827.069999999998
375,375,C1-C2-C3,12.81548,12860.852,C1-C2-C3-C16-C21,"(1, 2, 3, 16, 21)",C1-C2-C3-C16-C21,13.930000364780426,11993,12557.230710983276,2546.142816543579,18415.258646011356,1-2-3-16-21,32.75599999999999,12887.52
376,376,C1-C5-C7-C8,23.443441,13917.664,C1-C5-C7-C8-C21,"(1, 5, 7, 8, 21)",C1-C5-C7-C8-C21,14.090000092983246,11996,12564.516305923462,2528.4225940704346,18588.69504928589,1-5-7-8-21,28.65,12891.27
377,377,C1-C2-C4,12.90738,12704.523,C1-C2-C4-C17-C20,"(1, 2, 4, 17, 20)",C1-C2-C4-C17-C20,12.919999659061432,11987,12587.85915374756,2525.764942169189,18633.299350738525,1-2-4-17-20,34.00599999999999,13340.63
378,378,C3-C5-C8-C9,25.01783,14051.809,C3-C5-C8-C9-C20,"(3, 5, 8, 9, 20)",C3-C5-C8-C9-C20,15.129999816417694,11993,12633.202075958252,2533.003091812134,18875.86760520935,3-5-8-9-20,32.791999999999994,12823.59
379,379,C3-C6-C7,17.098572,13073.796,C3-C6-C7-C17-C21,"(3, 6, 7, 17, 21)",C3-C6-C7-C17-C21,14.44000005722046,11996,12486.802101135254,2521.448373794556,18521.57950401306,3-6-7-17-21,31.252,13261.3
380,380,C1-C3-C7,13.643462,12363.376,C1-C3-C7-C21-C25,"(1, 3, 7, 21, 25)",C1-C3-C7-C21-C25,11.270000040531158,12000,12559.937715530396,2529.628276824951,18619.828939437863,1-3-7-21-25,36.346,13279.87
381,381,C3-C4-C9-C10,25.460278,15130.815,C3-C4-C9-C10-C19,"(3, 4, 9, 10, 19)",C3-C4-C9-C10-C19,14.62000012397766,11989,12511.221170425417,2523.82493019104,18642.03190803528,3-4-9-10-19,37.33,13221.22
382,382,C3-C5-C6,17.605879,12717.069,C3-C5-C6-C18-C23,"(3, 5, 6, 18, 23)",C3-C5-C6-C18-C23,10.610000044107435,11991,12537.202835083008,2555.529832839966,18706.472635269165,3-5-6-18-23,25.335999999999995,12861.49
383,383,C6-C7-C10,21.577095,13261.629,C6-C7-C10-C15-C18,"(6, 7, 10, 15, 18)",C6-C7-C10-C15-C18,11.089999973773956,11986,12591.541528701782,2567.267179489136,18677.497386932373,6-7-10-15-18,23.642,13215.21
384,384,C4-C6-C9,17.892605,13825.367,C4-C6-C9-C21-C24,"(4, 6, 9, 21, 24)",C4-C6-C9-C21-C24,11.739999800920486,11985,12650.126218795776,2546.156644821167,18763.818740844727,4-6-9-21-24,32.836,13048.54
385,385,C1-C3-C5,13.914606,12574.84,C1-C3-C5-C16-C21,"(1, 3, 5, 16, 21)",C1-C3-C5-C16-C21,12.479999661445618,11997,29320.44243812561,19006.96873664856,35699.387311935425,1-3-5-16-21,32.727999999999994,12833.59
386,386,C1-C2-C4,13.921771,12736.265,C1-C2-C4-C18-C25,"(1, 2, 4, 18, 25)",C1-C2-C4-C18-C25,12.080000340938568,11985,13575.127601623535,2720.7882404327397,19858.45923423767,1-2-4-18-25,29.585999999999995,13413.120000000004
387,387,C3-C6-C9,17.767681,13216.405,C3-C6-C9-C22-C23,"(3, 6, 9, 22, 23)",C3-C6-C9-C22-C23,11.890000104904177,11990,13564.992666244509,2721.980094909668,19876.13677978516,3-6-9-22-23,34.418,12890.82
388,388,C3-C5-C7-C9,24.836163,14752.353,C3-C5-C7-C9-C24,"(3, 5, 7, 9, 24)",C3-C5-C7-C9-C24,11.43999993801117,11995,13459.739208221436,2721.1196422576904,19880.040884017944,3-5-7-9-24,27.14,12725.19
389,389,C2-C6-C7,13.240648,13208.258,C2-C6-C7-C16-C23,"(2, 6, 7, 16, 23)",C2-C6-C7-C16-C23,13.269999623298643,11989,13388.686418533323,2701.898097991944,19594.30313110352,2-6-7-16-23,20.196,12837.12
390,390,C3-C5-C7,17.68689,12911.935,C3-C5-C7-C15-C20,"(3, 5, 7, 15, 20)",C3-C5-C7-C15-C20,12.110000103712082,11997,13385.247945785522,2685.83607673645,19870.055437088013,3-5-7-15-20,28.964,12798.12
391,391,C5-C6-C10,19.87728,13561.681,C5-C6-C10-C15-C23,"(5, 6, 10, 15, 23)",C5-C6-C10-C15-C23,13.120000064373016,11991,13339.848041534424,2697.721481323242,19670.05753517151,5-6-10-15-23,27.166000000000004,13008.6
392,392,C1-C3-C6-C8,23.29265,13709.065,C1-C3-C6-C8-C19,"(1, 3, 6, 8, 19)",C1-C3-C6-C8-C19,8.709999918937683,11992,13221.404790878296,2671.105146408081,19590.654373168945,1-3-6-8-19,35.166000000000004,12860.98
393,393,C1-C5-C6,13.192165,12250.916,C1-C5-C6-C15-C23,"(1, 5, 6, 15, 23)",C1-C5-C6-C15-C23,12.359999865293505,11996,13244.204759597778,2665.2064323425293,19523.239612579346,1-5-6-15-23,30.24,12720.76
394,394,C1-C3-C5-C9,25.218893,13782.683,C1-C3-C5-C9-C21,"(1, 3, 5, 9, 21)",C1-C3-C5-C9-C21,11.320000141859056,12000,13342.876434326172,2824.0017890930176,19521.876573562626,1-3-5-9-21,36.346,12760.18
395,395,C3-C6-C8,16.39306,12976.254,C3-C6-C8-C22-C23,"(3, 6, 8, 22, 23)",C3-C6-C8-C22-C23,11.219999939203262,11986,13167.71650314331,2663.1526947021484,19497.809886932373,3-6-8-22-23,32.346,13016.63
396,396,C2-C3-C9,14.078907,13202.681,C2-C3-C9-C16-C24,"(2, 3, 9, 16, 24)",C2-C3-C9-C16-C24,11.389999836683272,11988,13279.483795166016,2672.682762145996,19490.512132644653,2-3-9-16-24,29.522,12790.169999999998
397,397,C2-C6-C7,13.295924,13280.705,C2-C6-C7-C16-C25,"(2, 6, 7, 16, 25)",C2-C6-C7-C16-C25,12.89999932050705,11989,13256.55221939087,2689.593315124512,19475.470304489136,2-6-7-16-25,20.494,13158.329999999998
398,398,C1-C2-C4-C9,21.19099,14132.99,C1-C2-C4-C9-C22,"(1, 2, 4, 9, 22)",C1-C2-C4-C9-C22,15.98999947309494,11984,13136.658668518066,2663.7957096099854,19394.24705505371,1-2-4-9-22,32.696,12985.12
399,399,C7-C8-C9-C10,26.820526,14876.585,C7-C8-C9-C10-C19,"(7, 8, 9, 10, 19)",C7-C8-C9-C10-C19,11.11000031232834,11991,13128.33833694458,2640.9027576446533,19183.218240737915,7-8-9-10-19,31.798,13124.72
400,400,C2-C3-C10,15.742018,13021.644,C2-C3-C10-C15-C16,"(2, 3, 10, 15, 16)",C2-C3-C10-C15-C16,10.769999772310255,11988,13144.65045928955,2646.843910217285,19239.529609680176,2-3-10-15-16,28.982,13089.21
401,401,C4-C8-C9-C10,28.610006,14876.339,C4-C8-C9-C10-C20,"(4, 8, 9, 10, 20)",C4-C8-C9-C10-C20,16.48000031709671,11982,13133.73851776123,2673.430919647217,19389.382123947144,4-8-9-10-20,34.410000000000004,13378.99
402,402,C1-C6-C8-C9,23.251486,13787.901,C1-C6-C8-C9-C20,"(1, 6, 8, 9, 20)",C1-C6-C8-C9-C20,11.20000034570694,11989,13154.829740524292,2662.993907928467,19339.099645614624,1-6-8-9-20,34.318000000000005,12892.94
403,403,C2-C4-C8,12.846299,13304.504,C2-C4-C8-C16-C20,"(2, 4, 8, 16, 20)",C2-C4-C8-C16-C20,11.580000072717668,11980,13131.770133972168,2668.11466217041,19354.050874710083,2-4-8-16-20,27.386000000000003,13121.44
404,404,C3-C7-C8-C10,24.600016,14517.297,C3-C7-C8-C10-C17,"(3, 7, 8, 10, 17)",C3-C7-C8-C10-C17,9.130000323057176,11991,13170.516729354858,2653.0025005340576,19351.42469406128,3-7-8-10-17,31.074,13556.8
405,405,C3-C6-C10,18.020893,13154.977,C3-C6-C10-C19-C25,"(3, 6, 10, 19, 25)",C3-C6-C10-C19-C25,12.56999969482422,11991,13032.006978988647,2617.178678512573,19331.312656402588,3-6-10-19-25,34.038,13418.65
406,406,C3-C4-C9,17.205233,13386.169,C3-C4-C9-C17-C20,"(3, 4, 9, 17, 20)",C3-C4-C9-C17-C20,11.36000007390976,11991,13033.763885498049,2622.420310974121,19407.792568206787,3-4-9-17-20,39.318,13370.11
407,407,C3-C4-C9,15.434479,13756.689,C3-C4-C9-C22-C24,"(3, 4, 9, 22, 24)",C3-C4-C9-C22-C24,9.629999846220016,11983,12964.337348937988,2633.4240436553955,19247.711420059204,3-4-9-22-24,35.956,13076.740000000002
408,408,C1-C5-C10,14.885877,12638.103,C1-C5-C10-C16-C25,"(1, 5, 10, 16, 25)",C1-C5-C10-C16-C25,14.380000531673431,11992,12867.593050003052,2580.4598331451416,18985.695123672485,1-5-10-16-25,29.514,13371.22
409,409,C2-C5-C8,14.721391,12365.737,C2-C5-C8-C16-C18,"(2, 5, 8, 16, 18)",C2-C5-C8-C16-C18,12.800000607967377,11984,12865.094184875488,2603.527307510376,19051.38683319092,2-5-8-16-18,19.678,12892.06
410,410,C2-C6-C9,14.57281,12783.744,C2-C6-C9-C15-C23,"(2, 6, 9, 15, 23)",C2-C6-C9-C15-C23,11.349999904632568,11992,12875.855684280396,2611.741065979004,19087.350845336918,2-6-9-15-23,29.858,12739.33
411,411,C1-C5-C6-C8,21.66411,13876.432,C1-C5-C6-C8-C22,"(1, 5, 6, 8, 22)",C1-C5-C6-C8-C22,13.680000603199003,11986,12842.54789352417,2610.5754375457764,19176.029205322266,1-5-6-8-22,27.43,12858.79
412,412,C3-C5-C8,16.662457,12871.064,C3-C5-C8-C22-C25,"(3, 5, 8, 22, 25)",C3-C5-C8-C22-C25,11.230000108480452,11990,12717.2110080719,2549.4089126586914,18918.43557357788,3-5-8-22-25,31.876,13246.77
413,413,C5-C8-C9,19.654148,13472.125,C5-C8-C9-C20-C21,"(5, 8, 9, 20, 21)",C5-C8-C9-C20-C21,15.860000252723694,11993,12731.64200782776,2566.390037536621,18889.618396759037,5-8-9-20-21,33.912,12890.64
414,414,C1-C6-C9,14.099141,12536.415,C1-C6-C9-C23-C25,"(1, 6, 9, 23, 25)",C1-C6-C9-C23-C25,13.1400004029274,11996,12737.204313278198,2563.7218952178955,18855.825662612915,1-6-9-23-25,36.14,13140.11
415,415,C2-C3-C7-C10,23.587795,14496.978,C2-C3-C7-C10-C17,"(2, 3, 7, 10, 17)",C2-C3-C7-C10-C17,13.600000739097595,11991,12703.322887420654,2557.790756225586,18749.72486495972,2-3-7-10-17,27.076,13423.23
416,416,C1-C2-C3-C9,23.324621,13961.154,C1-C2-C3-C9-C17,"(1, 2, 3, 9, 17)",C1-C2-C3-C9-C17,10.930000245571136,11996,12723.628520965576,2582.198143005371,18831.661701202396,1-2-3-9-17,36.122,13073.03
417,417,C5-C7-C8,17.426483,13360.395,C5-C7-C8-C16-C23,"(5, 7, 8, 16, 23)",C5-C7-C8-C16-C23,12.309999763965608,11993,12648.217678070068,2548.46715927124,18857.861280441284,5-7-8-16-23,23.426,12879.62
418,418,C3-C6-C8,16.031126,13351.108,C3-C6-C8-C15-C16,"(3, 6, 8, 15, 16)",C3-C6-C8-C15-C16,12.060000002384186,11989,12605.459928512571,2565.312147140503,18795.504570007324,3-6-8-15-16,30.314000000000004,12928.96
419,419,C3-C8-C10,18.915884,13160.488,C3-C8-C10-C20-C25,"(3, 8, 10, 20, 25)",C3-C8-C10-C20-C25,10.249999910593033,11988,12626.455307006836,2559.245109558105,18689.41378593445,3-8-10-20-25,36.1,13604.12
420,420,C2-C5-C9,14.407055,12587.606,C2-C5-C9-C15-C21,"(2, 5, 9, 15, 21)",C2-C5-C9-C15-C21,11.330000311136246,11996,12576.666355133057,2536.3473892211914,18624.21178817749,2-5-9-15-21,30.286,12697.96
421,421,C2-C3-C7,13.887525,12824.547,C2-C3-C7-C19-C24,"(2, 3, 7, 19, 24)",C2-C3-C7-C19-C24,12.359999865293505,11991,12651.423454284668,2572.3652839660645,18778.165578842163,2-3-7-19-24,28.064,12787.170000000002
422,422,C1-C4-C6,12.191141,12826.546,C1-C4-C6-C20-C22,"(1, 4, 6, 20, 22)",C1-C4-C6-C20-C22,12.1799997985363,11981,12552.476644515991,2534.0676307678223,18781.421661376957,1-4-6-20-22,33.136,13119.35
423,423,C4-C5-C6,17.346918,12978.566,C4-C5-C6-C16-C18,"(4, 5, 6, 16, 18)",C4-C5-C6-C16-C18,11.169999837875366,11982,12608.243942260742,2549.5800971984863,18903.116703033447,4-5-6-16-18,20.326,13030.98
424,424,C5-C7-C10,20.409136,14138.491,C5-C7-C10-C15-C16,"(5, 7, 10, 15, 16)",C5-C7-C10-C15-C16,11.089999973773956,11992,12692.870378494265,2567.5508975982666,18797.44529724121,5-7-10-15-16,23.33,13040.56
425,425,C2-C6-C7-C9,22.902647,14468.346,C2-C6-C7-C9-C17,"(2, 6, 7, 9, 17)",C2-C6-C7-C9-C17,12.269999831914902,11992,12652.461767196655,2545.5336570739746,18761.38424873352,2-6-7-9-17,24.758,13072.33
426,426,C3-C5-C7,17.32922,12801.316,C3-C5-C7-C15-C19,"(3, 5, 7, 15, 19)",C3-C5-C7-C15-C19,8.35999995470047,12000,12549.35383796692,2531.421661376953,18648.987770080566,3-5-7-15-19,30.160000000000004,12709.080000000002
427,427,C2-C5-C9,13.570221,12768.281,C2-C5-C9-C17-C22,"(2, 5, 9, 17, 22)",C2-C5-C9-C17-C22,11.590000241994858,11990,13032.273530960085,2961.327314376831,19105.11779785156,2-5-9-17-22,28.872,13043.53
428,428,C2-C3-C7,14.146452,12564.879,C2-C3-C7-C15-C21,"(2, 3, 7, 15, 21)",C2-C3-C7-C15-C21,12.809999287128448,11996,12641.725778579712,2574.1093158721924,18728.33108901977,2-3-7-15-21,30.064,12879.090000000002
429,429,C6-C7-C8-C10,23.723667,14621.405,C6-C7-C8-C10-C25,"(6, 7, 8, 10, 25)",C6-C7-C8-C10-C25,11.249999701976776,11987,12645.78104019165,2559.03697013855,18822.57723808289,6-7-8-10-25,25.446,13541.690000000002
430,430,C2-C6-C8,13.128951,12702.539,C2-C6-C8-C15-C25,"(2, 6, 8, 15, 25)",C2-C6-C8-C15-C25,16.55000001192093,11988,12662.675380706787,2557.681083679199,18800.726175308228,2-6-8-15-25,28.084,13186.35
431,431,C1-C2-C3,12.778489,12573.568,C1-C2-C3-C19-C23,"(1, 2, 3, 19, 23)",C1-C2-C3-C19-C23,14.699999988079073,11996,12664.923667907717,2550.9068965911865,18616.713762283325,1-2-3-19-23,36.074,12772.46
432,432,C1-C3-C4-C10,24.223562,14225.912,C1-C3-C4-C10-C25,"(1, 3, 4, 10, 25)",C1-C3-C4-C10-C25,12.710000574588776,11989,12626.8892288208,2549.8225688934326,18798.274993896484,1-3-4-10-25,36.718,13644.169999999998
433,433,C1-C2-C8-C10,21.760069,14029.662,C1-C2-C8-C10-C25,"(1, 2, 8, 10, 25)",C1-C2-C8-C10-C25,11.060000211000444,11987,12530.707836151125,2520.6551551818848,18503.65114212036,1-2-8-10-25,31.088,13477.55
434,434,C1-C2-C3,13.665925,12263.104,C1-C2-C3-C17-C18,"(1, 2, 3, 17, 18)",C1-C2-C3-C17-C18,8.749999850988388,11991,12590.458631515505,2547.606945037842,18635.21242141724,1-2-3-17-18,32.048,13230.02
435,435,C3-C4-C5-C10,25.838774,15133.635,C3-C4-C5-C10-C18,"(3, 4, 5, 10, 18)",C3-C4-C5-C10-C18,11.429999768733978,11984,12666.96286201477,2555.964231491089,18958.81175994873,3-4-5-10-18,26.262,13308.47
436,436,C2-C6-C8,12.112878,12975.969,C2-C6-C8-C19-C24,"(2, 6, 8, 19, 24)",C2-C6-C8-C19-C24,16.39000028371811,11983,12700.369596481323,2569.442749023437,18767.109870910645,2-6-8-19-24,26.982,12822.919999999998
437,437,C6-C7-C9,17.829134,13616.895,C6-C7-C9-C16-C23,"(6, 7, 9, 16, 23)",C6-C7-C9-C16-C23,12.389999628067017,11993,12633.34846496582,2534.104347229004,18651.440382003784,6-7-9-16-23,26.266,12844.88
438,438,C2-C7-C10,15.328575,12847.763,C2-C7-C10-C18-C25,"(2, 7, 10, 18, 25)",C2-C7-C10-C18-C25,11.089999973773956,11986,12636.785507202148,2538.726568222046,18650.34556388855,2-7-10-18-25,22.704,13535.73
439,439,C3-C4-C9-C10,25.688332,15130.279,C3-C4-C9-C10-C23,"(3, 4, 9, 10, 23)",C3-C4-C9-C10-C23,14.249999821186066,11989,12657.85002708435,2544.894933700561,18844.36798095703,3-4-9-10-23,36.010000000000005,13287.6
440,440,C6-C9-C10,22.1641,13852.224,C6-C9-C10-C18-C24,"(6, 9, 10, 18, 24)",C6-C9-C10-C18-C24,11.089999973773956,11981,12583.3158493042,2558.712244033813,18586.552143096924,6-9-10-18-24,27.49,13177.010000000002
441,441,C3-C4-C6,15.728894,13115.241,C3-C4-C6-C15-C21,"(3, 4, 6, 15, 21)",C3-C4-C6-C15-C21,10.610000044107435,11990,12645.670175552368,2558.568239212036,18863.796710968018,3-4-6-15-21,34.612,13081.46
442,442,C1-C2-C5-C9,23.877256,13983.458,C1-C2-C5-C9-C25,"(1, 2, 5, 9, 25)",C1-C2-C5-C9-C25,11.659999936819077,11996,12720.858097076416,2566.5125846862798,18839.61510658264,1-2-5-9-25,29.726,12966.85
443,443,C4-C7-C9,19.781235,13840.811,C4-C7-C9-C24-C25,"(4, 7, 9, 24, 25)",C4-C7-C9-C24-C25,17.589999735355377,11989,12612.93339729309,2534.2979431152344,18634.6595287323,4-7-9-24-25,31.296,13353.03
444,444,C1-C3-C10,13.465959,12490.196,C1-C3-C10-C20-C22,"(1, 3, 10, 20, 22)",C1-C3-C10-C20-C22,14.059999585151672,11986,12649.030685424805,2548.9299297332764,18710.394620895386,1-3-10-20-22,37.618,13242.66
445,445,C1-C4-C10,14.048222,12806.235,C1-C4-C10-C19-C25,"(1, 4, 10, 19, 25)",C1-C4-C10-C19-C25,13.019999861717224,11989,12702.003955841064,2564.958095550537,18740.322828292847,1-4-10-19-25,37.962,13595.14
446,446,C1-C3-C7-C8,24.218126,13936.162,C1-C3-C7-C8-C17,"(1, 3, 7, 8, 17)",C1-C3-C7-C8-C17,12.479999661445618,11996,12681.593656539915,2579.351663589477,18788.29002380371,1-3-7-8-17,34.148,13268.96
447,447,C7-C8-C9-C10,26.087904,15327.663,C7-C8-C9-C10-C24,"(7, 8, 9, 10, 24)",C7-C8-C9-C10-C24,15.299999713897703,11986,12737.173318862917,2568.1278705596924,18656.71706199646,7-8-9-10-24,28.85,13178.81
448,448,C2-C4-C9,13.276439,13039.383,C2-C4-C9-C20-C23,"(2, 4, 9, 20, 23)",C2-C4-C9-C20-C23,12.98000067472458,11987,12724.716901779177,2563.6532306671143,18794.37375068665,2-4-9-20-23,32.652,12996.65
449,449,C3-C4-C8,15.278084,13047.295,C3-C4-C8-C15-C17,"(3, 4, 8, 15, 17)",C3-C4-C8-C15-C17,11.509999632835388,11990,32009.33289527893,21924.854516983032,38323.85921478272,3-4-8-15-17,37.618,13436.81
450,450,C5-C8-C10,18.307476,13707.416,C5-C8-C10-C16-C24,"(5, 8, 10, 16, 24)",C5-C8-C10-C16-C24,11.089999973773956,11983,13991.2691116333,2901.140689849853,20610.593557357788,5-8-10-16-24,25.106,13128.169999999998
451,451,C1-C6-C9,14.211936,12524.956,C1-C6-C9-C17-C21,"(1, 6, 9, 17, 21)",C1-C6-C9-C17-C21,18.07000041007996,11996,13798.24185371399,2802.7384281158447,20326.22003555298,1-6-9-17-21,37.982,13177.22
452,452,C5-C6-C10,18.890293,13851.839,C5-C6-C10-C23-C24,"(5, 6, 10, 23, 24)",C5-C6-C10-C23-C24,11.11000031232834,11986,13629.998922348022,2739.691734313965,20185.994148254395,5-6-10-23-24,25.042,13032.759999999998
453,453,C3-C8-C9,18.242907,13246.584,C3-C8-C9-C23-C24,"(3, 8, 9, 23, 24)",C3-C8-C9-C23-C24,11.209999769926071,11991,13615.990400314333,2761.430501937866,20092.19002723694,3-8-9-23-24,36.714,12924.759999999998
454,454,C3-C8-C10,20.003975,13041.748,C3-C8-C10-C23-C25,"(3, 8, 10, 23, 25)",C3-C8-C10-C23-C25,9.290000051259996,11991,13447.193622589111,2712.1169567108154,19903.137922286987,3-8-10-23-25,35.976,13581.46
455,455,C3-C6-C10,18.538858,13127.967,C3-C6-C10-C15-C20,"(3, 6, 10, 15, 20)",C3-C6-C10-C15-C20,12.870000302791595,11988,13354.190111160278,2697.1421241760254,19765.97046852112,3-6-10-15-20,33.04,13150.03
456,456,C3-C5-C7,16.29918,13242.871,C3-C5-C7-C22-C24,"(3, 5, 7, 22, 24)",C3-C5-C7-C22-C24,13.39000016450882,11989,13425.514459609984,2706.9242000579834,20000.051259994507,3-5-7-22-24,26.05,12849.82
457,457,C4-C5-C6,16.634731,13421.909,C4-C5-C6-C21-C24,"(4, 5, 6, 21, 24)",C4-C5-C6-C21-C24,11.209999769926071,11985,13370.1274394989,2705.0085067749023,19906.630039215088,4-5-6-21-24,26.738,12986.850000000002
458,458,C1-C2-C4,11.507968,12955.964,C1-C2-C4-C19-C24,"(1, 2, 4, 19, 24)",C1-C2-C4-C19-C24,14.30000066757202,11985,13331.725358963013,2695.704221725464,19640.0887966156,1-2-4-19-24,32.63,12930.68
459,459,C5-C9-C10,22.162704,13636.192,C5-C9-C10-C17-C25,"(5, 9, 10, 17, 25)",C5-C9-C10-C17-C25,14.180000126361849,11995,13329.097509384155,2695.1465606689453,19677.30164527893,5-9-10-17-25,33.242,13645.5
460,460,C2-C4-C8-C9,20.367468,14382.164,C2-C4-C8-C9-C23,"(2, 4, 8, 9, 23)",C2-C4-C8-C9-C23,10.96000000834465,11986,13350.165843963625,2692.912101745605,19741.60623550415,2-4-8-9-23,30.880000000000003,13025.37
461,461,C2-C3-C8,14.530782,12736.545,C2-C3-C8-C24-C25,"(2, 3, 8, 24, 25)",C2-C3-C8-C24-C25,14.239999651908876,11987,13404.097557067871,2702.925443649292,19696.5389251709,2-3-8-24-25,30.942,13238.21
462,462,C3-C8-C9,19.901806,12948.909,C3-C8-C9-C21-C23,"(3, 8, 9, 21, 23)",C3-C8-C9-C21-C23,11.349999904632568,11996,13256.340742111206,2671.5989112854004,19471.51517868042,3-8-9-21-23,39.538,12986.75
463,463,C4-C5-C9,20.487638,13303.54,C4-C5-C9-C18-C20,"(4, 5, 9, 18, 20)",C4-C5-C9-C18-C20,11.190000176429749,11986,13160.985708236694,2668.78604888916,19394.33741569519,4-5-9-18-20,28.974,13025.28
464,464,C1-C2-C9,13.302602,12863.662,C1-C2-C9-C16-C23,"(1, 2, 9, 16, 23)",C1-C2-C9-C16-C23,11.209999769926071,11993,13261.162519454956,2687.130689620972,19489.02416229248,1-2-9-16-23,31.908,12780.74
465,465,C6-C7-C8,18.53906,13153.995,C6-C7-C8-C16-C18,"(6, 7, 8, 16, 18)",C6-C7-C8-C16-C18,11.20000034570694,11984,13167.385816574097,2649.1081714630127,19350.85439682007,6-7-8-16-18,20.544,13053.25
466,466,C3-C6-C7,17.468048,13066.368,C3-C6-C7-C15-C25,"(3, 6, 7, 15, 25)",C3-C6-C7-C15-C25,14.869999885559082,11996,13112.410306930542,2639.104127883911,19500.519037246704,3-6-7-15-25,29.906,13187.740000000002
467,467,C2-C5-C8,13.17744,12801.985,C2-C5-C8-C16-C22,"(2, 5, 8, 16, 22)",C2-C5-C8-C16-C22,14.8499995470047,11983,13175.539493560793,2651.137351989746,19490.296602249146,2-5-8-16-22,22.662,12859.7
468,468,C3-C4-C6,13.805311,13262.382,C3-C4-C6-C20-C22,"(3, 4, 6, 20, 22)",C3-C4-C6-C20-C22,12.700000405311584,11981,13194.531679153442,2671.71049118042,19715.275049209595,3-4-6-20-22,32.378,13141.07
469,469,C6-C8-C10,22.702412,13827.803,C6-C8-C10-C24-C25,"(6, 8, 10, 24, 25)",C6-C8-C10-C24-C25,11.20000034570694,11982,13249.345541000366,2673.7959384918213,19604.50482368469,6-8-10-24-25,29.366,13541.47
470,470,C1-C2-C6-C7,21.761007,13768.113,C1-C2-C6-C7-C19,"(1, 2, 6, 7, 19)",C1-C2-C6-C7-C19,11.089999973773956,11992,13099.76577758789,2652.7390480041504,19414.844512939453,1-2-6-7-19,25.544,12732.69
471,471,C2-C4-C9,14.259764,13032.239,C2-C4-C9-C15-C19,"(2, 4, 9, 15, 19)",C2-C4-C9-C15-C19,12.1799997985363,11990,13120.165824890137,2632.021427154541,19431.62178993225,2-4-9-15-19,34.344,12871.16
472,472,C1-C7-C10,14.739029,12448.16,C1-C7-C10-C17-C19,"(1, 7, 10, 17, 19)",C1-C7-C10-C17-C19,13.529999554157255,11995,12980.238914489746,2612.1089458465576,19102.803707122803,1-7-10-17-19,34.8,13417.320000000002
473,473,C7-C9-C10,23.466244,13799.637,C7-C9-C10-C17-C20,"(7, 9, 10, 17, 20)",C7-C9-C10-C17-C20,12.139999866485596,11992,12971.771001815796,2625.6823539733887,19139.12057876587,7-9-10-17-20,33.194,13471.0
474,474,C2-C4-C7,13.2970085,13424.946,C2-C4-C7-C19-C24,"(2, 4, 7, 19, 24)",C2-C4-C7-C19-C24,11.03999987244606,11985,13116.432189941406,2663.8853549957275,19424.765825271606,2-4-7-19-24,26.248,12957.68
