,Unnamed: 0,Combination,Global_Accuracy(%)_zero,Global_Latency_Sum(ms)_zero,Prediction_Time(s),New_Combination_zero,Numeric_Tuple,New_Combination_sim,Global_Accuracy(%)_sim,Global_DataVolume,Global_Latency_Sum(ms)_sim,Global_RoundTime_Max(ms),Combination_Computation_Time(s),Numerical_Combination,Global_Accuracy(%)_history,Global_Latency_Sum(ms)_history
436,436,C2-C6-C8,40.53351883058627,9383.818575973237,7.319450378417969e-05,C2-C6-C8-C19-C24,"(2, 6, 8, 19, 24)",C2-C6-C8-C19-C24,33.10999870300293,13979,9019.67978477478,1823.2829570770264,12.511,2-6-8-19-24,79.16399999999999,8392.710000000001
437,437,C6-C7-C9,47.30873873585279,10045.320088478777,7.295608520507812e-05,C6-C7-C9-C16-C23,"(6, 7, 9, 16, 23)",C6-C7-C9-C16-C23,46.72000110149384,13991,8991.629600524902,1822.804927825928,12.557,6-7-9-16-23,83.42,8416.1
438,438,C2-C7-C10,48.66573716662365,8817.39868285581,7.271766662597656e-05,C2-C7-C10-C18-C25,"(2, 7, 10, 18, 25)",C2-C7-C10-C18-C25,33.68000090122223,13984,8968.497037887573,1809.736728668213,12.501,2-7-10-18-25,82.78200000000001,8414.08
439,439,C3-C4-C9-C10,53.83696005115363,10648.672278622254,7.414817810058594e-05,C3-C4-C9-C10-C23,"(3, 4, 9, 10, 23)",C3-C4-C9-C10-C23,55.77999949455261,13990,9031.338214874268,1818.7720775604248,12.573,3-4-9-10-23,89.532,8432.32
440,440,C6-C9-C10,45.6052621653153,10669.304304333193,7.367134094238281e-05,C6-C9-C10-C18-C24,"(6, 9, 10, 18, 24)",C6-C9-C10-C18-C24,36.73999905586243,13980,9052.122354507446,1817.776679992676,12.527,6-9-10-18-24,82.03,8423.380000000001
441,441,C3-C4-C6,44.18779678501101,9110.213172439102,0.0001313686370849,C3-C4-C6-C15-C21,"(3, 4, 6, 15, 21)",C3-C4-C6-C15-C21,54.61999773979187,13990,9071.963548660278,1821.7782974243164,12.625,3-4-6-15-21,84.666,8383.11
442,442,C1-C2-C5-C9,46.27928510034191,10276.682645111803,0.0001258850097656,C1-C2-C5-C9-C25,"(1, 2, 5, 9, 25)",C1-C2-C5-C9-C25,50.76000094413757,13994,9035.903453826904,1824.0933418273928,12.501,1-2-5-9-25,85.14599999999999,8532.02
443,443,C4-C7-C9,47.67833744179013,10406.554360030095,7.796287536621094e-05,C4-C7-C9-C24-C25,"(4, 7, 9, 24, 25)",C4-C7-C9-C24-C25,55.47999739646912,13990,8991.21117591858,1807.5122833251955,12.488,4-7-9-24-25,86.82199999999999,8345.52
444,444,C1-C3-C10,43.88886880053206,8904.195005300038,9.250640869140624e-05,C1-C3-C10-C20-C22,"(1, 3, 10, 20, 22)",C1-C3-C10-C20-C22,50.09999871253967,13983,8995.75686454773,1809.4878196716309,12.49,1-3-10-20-22,86.63200000000002,8690.25
445,445,C1-C4-C10,45.77290382004512,8504.646255231477,7.605552673339844e-05,C1-C4-C10-C19-C25,"(1, 4, 10, 19, 25)",C1-C4-C10-C19-C25,52.49999761581421,13990,9072.95823097229,1827.401876449585,12.577,1-4-10-19-25,90.8,8439.27
446,446,C1-C3-C7-C8,49.08205601645372,10411.848127129017,7.414817810058594e-05,C1-C3-C7-C8-C17,"(1, 3, 7, 8, 17)",C1-C3-C7-C8-C17,43.90999972820282,13995,9096.583366394045,1829.174518585205,12.567,1-3-7-8-17,89.096,8443.439999999999
447,447,C7-C8-C9-C10,49.0668597879293,11521.351463156743,7.462501525878906e-05,C7-C8-C9-C10-C24,"(7, 8, 9, 10, 24)",C7-C8-C9-C10-C24,37.34999895095825,13985,9075.02055168152,1825.6504535675049,12.552,7-8-9-10-24,86.17,8428.849999999999
448,448,C2-C4-C9,47.44612007465138,8839.414688212513,7.390975952148438e-05,C2-C4-C9-C20-C23,"(2, 4, 9, 20, 23)",C2-C4-C9-C20-C23,45.95000147819519,13982,9052.268981933594,1832.415580749512,12.607,2-4-9-20-23,85.23800000000001,8613.63
449,449,C3-C4-C8,46.86851886137617,9132.201606092169,7.867813110351562e-05,C3-C4-C8-C15-C17,"(3, 4, 8, 15, 17)",C3-C4-C8-C15-C17,43.59000027179718,13990,8981.515169143677,1834.4902992248533,12.539,3-4-8-15-17,90.55,8399.69
450,450,C5-C8-C10,45.88979915620523,10676.797813874711,7.343292236328125e-05,C5-C8-C10-C16-C24,"(5, 8, 10, 16, 24)",C5-C8-C10-C16-C24,59.53999757766724,13981,8998.508214950562,1818.7596797943115,12.514,5-8-10-16-24,86.476,8573.69
451,451,C1-C6-C9,40.12904312842142,8530.768646275987,7.367134094238281e-05,C1-C6-C9-C17-C21,"(1, 6, 9, 17, 21)",C1-C6-C9-C17-C21,51.169997453689575,13995,9059.18788909912,1839.9970531463623,12.543,1-6-9-17-21,86.546,8448.990000000002
452,452,C5-C6-C10,42.06196210262797,10542.797536028727,0.0001406669616699,C5-C6-C10-C23-C24,"(5, 6, 10, 23, 24)",C5-C6-C10-C23-C24,43.790000677108765,13985,9094.895601272585,1833.650827407837,12.599,5-6-10-23-24,81.03399999999999,8558.939999999999
453,453,C3-C8-C9,42.08098216474305,10133.267829242412,0.0001370906829833,C3-C8-C9-C23-C24,"(3, 8, 9, 23, 24)",C3-C8-C9-C23-C24,53.25000286102295,13990,9062.47878074646,1822.476148605347,12.521,3-8-9-23-24,89.45599999999999,8394.86
454,454,C3-C8-C10,46.98174315211285,9622.454667903525,8.606910705566406e-05,C3-C8-C10-C23-C25,"(3, 8, 10, 23, 25)",C3-C8-C10-C23-C25,38.13999891281128,13990,8975.564002990723,1804.079532623291,12.505,3-8-10-23-25,90.464,8427.91
455,455,C3-C6-C10,43.91736172901534,9742.03794166999,7.700920104980469e-05,C3-C6-C10-C15-C20,"(3, 6, 10, 15, 20)",C3-C6-C10-C15-C20,55.8899998664856,13983,9027.44960784912,1813.495635986328,12.577,3-6-10-15-20,83.00999999999999,8645.24
456,456,C3-C5-C7,39.63196334398096,9949.67684547521,7.605552673339844e-05,C3-C5-C7-C22-C24,"(3, 5, 7, 22, 24)",C3-C5-C7-C22-C24,40.90999960899353,13990,9048.067331314089,1819.8902606964111,12.573,3-5-7-22-24,81.874,8509.849999999999
457,457,C4-C5-C6,40.90600812347118,10124.674448479596,7.867813110351562e-05,C4-C5-C6-C21-C24,"(4, 5, 6, 21, 24)",C4-C5-C6-C21-C24,27.00999975204468,13985,9057.502746582031,1828.1443119049072,12.602,4-5-6-21-24,81.152,8505.43
458,458,C1-C2-C4,38.38463378200125,8777.691833304743,7.462501525878906e-05,C1-C2-C4-C19-C24,"(1, 2, 4, 19, 24)",C1-C2-C4-C19-C24,58.3299994468689,13984,9079.4095993042,1825.2625465393064,12.56,1-2-4-19-24,85.054,8406.74
459,459,C5-C9-C10,49.4152250680317,10152.964215184167,7.295608520507812e-05,C5-C9-C10-C17-C25,"(5, 9, 10, 17, 25)",C5-C9-C10-C17-C25,50.1800000667572,13995,9032.97472000122,1824.6066570281985,12.543,5-9-10-17-25,88.804,8557.320000000002
460,460,C2-C4-C8-C9,57.1377873571532,10353.548359166663,7.367134094238281e-05,C2-C4-C8-C9-C23,"(2, 4, 8, 9, 23)",C2-C4-C8-C9-C23,30.469998717308044,13984,8945.940017700195,1814.92018699646,12.464,2-4-8-9-23,86.19000000000001,8403.59
461,461,C2-C3-C8,50.77676997913012,9035.9254126746,0.0001325607299804,C2-C3-C8-C24-C25,"(2, 3, 8, 24, 25)",C2-C3-C8-C24-C25,59.24000144004822,13984,8994.909524917603,1826.0982036590576,12.516,2-3-8-24-25,84.538,8362.810000000001
462,462,C3-C8-C9,45.67766310953231,9540.570903786149,9.059906005859376e-05,C3-C8-C9-C21-C23,"(3, 8, 9, 21, 23)",C3-C8-C9-C21-C23,51.88000202178955,13995,9057.416439056396,1825.502872467041,12.555,3-8-9-21-23,91.444,8417.39
463,463,C4-C5-C9,45.56976988700895,9855.140666311285,7.486343383789062e-05,C4-C5-C9-C18-C20,"(4, 5, 9, 18, 20)",C4-C5-C9-C18-C20,18.619999289512634,13983,9028.170347213743,1819.9057579040527,12.533,4-5-9-18-20,86.63600000000001,8732.67
464,464,C1-C2-C9,41.75890470822392,8472.652290081327,7.367134094238281e-05,C1-C2-C9-C16-C23,"(1, 2, 9, 16, 23)",C1-C2-C9-C16-C23,51.239997148513794,13990,9051.507949829102,1819.7009563446045,12.493,1-2-9-16-23,87.572,8451.77
465,465,C6-C7-C8,48.67341786908436,9985.574604229896,7.319450378417969e-05,C6-C7-C8-C16-C18,"(6, 7, 8, 16, 18)",C6-C7-C8-C16-C18,48.62000048160553,13981,9603.947401046751,2130.525588989258,28.894,6-7-8-16-18,82.17,8416.26
466,466,C3-C6-C7,42.10153010853041,9315.364029683224,7.295608520507812e-05,C3-C6-C7-C15-C25,"(3, 6, 7, 15, 25)",C3-C6-C7-C15-C25,44.01000142097473,13995,9830.966711044312,2036.3664627075195,13.739,3-6-7-15-25,82.89999999999999,8359.75
467,467,C2-C5-C8,51.2010338136561,8968.531178205012,7.271766662597656e-05,C2-C5-C8-C16-C22,"(2, 5, 8, 16, 22)",C2-C5-C8-C16-C22,39.95999991893768,13980,9592.897415161133,1950.690031051636,13.359,2-5-8-16-22,81.686,8554.44
468,468,C3-C4-C6,43.75225140256961,9576.58434381915,7.390975952148438e-05,C3-C4-C6-C20-C22,"(3, 4, 6, 20, 22)",C3-C4-C6-C20-C22,56.129997968673706,13978,9671.705961227415,1950.922250747681,13.393,3-4-6-20-22,80.384,8605.460000000001
469,469,C6-C8-C10,50.51410647261351,10609.424557875283,7.653236389160156e-05,C6-C8-C10-C24-C25,"(6, 8, 10, 24, 25)",C6-C8-C10-C24-C25,25.339999794960026,13980,9625.310897827148,1936.95330619812,13.232,6-8-10-24-25,82.94399999999999,8406.97
470,470,C1-C2-C6-C7,44.66957504097397,10223.383545050978,7.390975952148438e-05,C1-C2-C6-C7-C19,"(1, 2, 6, 7, 19)",C1-C2-C6-C7-C19,61.559998989105225,13989,9614.182949066162,1935.072422027588,13.222,1-2-6-7-19,78.998,8427.47
471,471,C2-C4-C9,48.82267126141765,8623.187798108233,7.319450378417969e-05,C2-C4-C9-C15-C19,"(2, 4, 9, 15, 19)",C2-C4-C9-C15-C19,43.99999976158142,13989,9542.064189910889,1931.6725730896,13.191,2-4-9-15-19,86.402,8385.15
472,472,C1-C7-C10,44.91958603548002,8643.292365140836,0.0001006126403808,C1-C7-C10-C17-C19,"(1, 7, 10, 17, 19)",C1-C7-C10-C17-C19,66.43999814987183,13995,9427.263498306274,1929.7869205474851,13.079,1-7-10-17-19,89.15,8485.38
473,473,C7-C9-C10,50.36887099613735,10630.440189897738,7.748603820800781e-05,C7-C9-C10-C17-C20,"(7, 9, 10, 17, 20)",C7-C9-C10-C17-C20,49.2900013923645,13988,9484.003067016602,1922.020435333252,13.091,7-9-10-17-20,87.218,8668.41
474,474,C2-C4-C7,45.33961722483277,9131.246786007408,7.367134094238281e-05,C2-C4-C7-C19-C24,"(2, 4, 7, 19, 24)",C2-C4-C7-C19-C24,28.36000025272369,13984,9589.834451675417,1949.392318725586,13.159,2-4-7-19-24,82.11399999999999,8373.02
475,475,C1-C7-C8,44.52807255107012,8891.411924353633,7.390975952148438e-05,C1-C7-C8-C17-C20,"(1, 7, 8, 17, 20)",C1-C7-C8-C17-C20,43.299999833107,13988,9568.679809570312,1946.5479850769043,13.131,1-7-8-17-20,88.61200000000001,8665.99
476,476,C2-C4-C7,47.01402274949746,9162.110910693173,7.343292236328125e-05,C2-C4-C7-C16-C24,"(2, 4, 7, 16, 24)",C2-C4-C7-C16-C24,42.46000051498413,13980,9596.659183502195,1925.593376159668,13.176,2-4-7-16-24,81.83399999999999,8383.77
477,477,C5-C7-C10,48.21480147339136,10105.895121376305,7.390975952148438e-05,C5-C7-C10-C17-C25,"(5, 7, 10, 17, 25)",C5-C7-C10-C17-C25,34.31999981403351,13995,9474.668979644775,1933.40277671814,13.161,5-7-10-17-25,86.408,8554.78
478,478,C2-C4-C7,50.80961117626454,8772.54131918778,7.367134094238281e-05,C2-C4-C7-C17-C22,"(2, 4, 7, 17, 22)",C2-C4-C7-C17-C22,47.90000021457672,13984,9346.771717071531,1928.9801120758057,13.084,2-4-7-17-22,81.16799999999999,8406.26
479,479,C1-C4-C8,43.20881486230982,8883.421524761729,7.319450378417969e-05,C1-C4-C8-C18-C24,"(1, 4, 8, 18, 24)",C1-C4-C8-C18-C24,38.1199985742569,13980,9416.058540344238,1912.606239318848,13.054,1-4-8-18-24,88.69200000000001,8411.970000000001
480,480,C5-C6-C7-C9,49.09757020954237,11121.423901855562,7.271766662597656e-05,C5-C6-C7-C9-C19,"(5, 6, 7, 9, 19)",C5-C6-C7-C9-C19,43.45000088214874,13995,9462.315082550049,1905.848503112793,13.079,5-6-7-9-19,81.024,8523.33
481,481,C4-C7-C8,47.59462604378823,9644.070883557446,7.867813110351562e-05,C4-C7-C8-C17-C25,"(4, 7, 8, 17, 25)",C4-C7-C8-C17-C25,26.879999041557312,13990,9472.005605697632,1912.048816680908,13.062,4-7-8-17-25,88.744,8383.2
482,482,C4-C6-C8,45.00457755055871,9530.49704241482,7.43865966796875e-05,C4-C6-C8-C15-C18,"(4, 6, 8, 15, 18)",C4-C6-C8-C15-C18,70.16000151634216,13980,9471.757888793943,1908.886671066284,13.092,4-6-8-15-18,84.09,8388.95
483,483,C3-C5-C6,43.205275958004,9320.080589160283,7.390975952148438e-05,C3-C5-C6-C15-C25,"(3, 5, 6, 15, 25)",C3-C5-C6-C15-C25,63.84999752044678,13995,9362.554788589478,1902.7338027954104,13.05,3-5-6-15-25,83.12800000000001,8489.85
484,484,C3-C4-C6,44.55140784655693,9108.465366182258,0.0001013278961181,C3-C4-C6-C17-C25,"(3, 4, 6, 17, 25)",C3-C4-C6-C17-C25,45.4800009727478,13990,9314.81432914734,1880.96022605896,13.003,3-4-6-17-25,84.72200000000001,8371.800000000001
485,485,C1-C2-C4-C9,46.48866270118485,10268.344602300089,7.557868957519531e-05,C1-C2-C4-C9-C18,"(1, 2, 4, 9, 18)",C1-C2-C4-C9-C18,43.41999888420105,13984,9379.488945007324,1894.63210105896,12.931,1-2-4-9-18,85.64,8418.609999999999
486,486,C4-C7-C8,49.07878552379303,9633.500731520598,9.226799011230467e-05,C4-C7-C8-C16-C17,"(4, 7, 8, 16, 17)",C4-C7-C8-C16-C17,34.40000116825104,13986,9459.078788757324,1898.106575012207,13.065,4-7-8-16-17,88.494,8420.93
487,487,C1-C4-C7,44.47664900927268,8363.151868459112,7.534027099609375e-05,C1-C4-C7-C15-C21,"(1, 4, 7, 15, 21)",C1-C4-C7-C15-C21,58.30000042915344,13995,9341.701745986938,1882.894992828369,12.944,1-4-7-15-21,89.31,8417.53
488,488,C2-C8-C9,50.20224930565904,8958.721645557716,7.772445678710938e-05,C2-C8-C9-C21-C22,"(2, 8, 9, 21, 22)",C2-C8-C9-C21-C22,59.52000021934509,13984,9330.06477355957,1893.225908279419,12.915,2-8-9-21-22,84.156,8420.390000000001
489,489,C2-C4-C5-C9,56.68601752311604,10366.256517005351,7.557868957519531e-05,C2-C4-C5-C9-C15,"(2, 4, 5, 9, 15)",C2-C4-C5-C9-C15,56.269997358322144,13989,9207.274198532104,1858.2980632781985,12.876,2-4-5-9-15,83.876,8508.720000000001
490,490,C2-C6-C10,45.57396536749287,8771.422867035766,7.510185241699219e-05,C2-C6-C10-C18-C23,"(2, 6, 10, 18, 23)",C2-C6-C10-C18-C23,48.55999946594238,13979,9264.514207839966,1876.185655593872,12.921,2-6-10-18-23,79.40799999999999,8447.76
491,491,C3-C5-C9,46.56979734739348,9766.046302307132,7.390975952148438e-05,C3-C5-C9-C16-C20,"(3, 5, 9, 16, 20)",C3-C5-C9-C16-C20,42.60999858379364,13989,9271.190881729126,1871.687889099121,12.874,3-5-9-16-20,87.51400000000001,8751.9
492,492,C2-C5-C9,48.20269817290085,8993.414640740297,7.772445678710938e-05,C2-C5-C9-C15-C20,"(2, 5, 9, 15, 20)",C2-C5-C9-C15-C20,52.10000276565552,13987,9266.316652297974,1870.187759399414,12.837,2-5-9-15-20,83.52799999999999,8737.34
493,493,C1-C7-C9-C10,51.56718033289605,10364.93307523062,7.43865966796875e-05,C1-C7-C9-C10-C18,"(1, 7, 9, 10, 18)",C1-C7-C9-C10-C18,28.720000386238095,13990,9236.06252670288,1866.081953048706,12.749,1-7-9-10-18,87.73600000000002,8467.73
494,494,C2-C6-C9,40.49580080033028,9417.188129381087,7.43865966796875e-05,C2-C6-C9-C23-C24,"(2, 6, 9, 23, 24)",C2-C6-C9-C23-C24,29.420000314712524,13984,9172.941207885742,1857.5921058654783,12.716,2-6-9-23-24,79.392,8390.14
495,495,C2-C5-C7,47.0134859262072,8768.436132269699,0.0001041889190673,C2-C5-C7-C17-C19,"(2, 5, 7, 17, 19)",C2-C5-C7-C17-C19,45.210000872612,13994,9151.85022354126,1844.8801040649412,12.753,2-5-7-17-19,82.628,8540.52
496,496,C4-C6-C8-C9,49.94234011556249,10929.095684958722,7.581710815429688e-05,C4-C6-C8-C9-C23,"(4, 6, 8, 9, 23)",C4-C6-C8-C9-C23,62.38999962806702,13985,9199.522018432615,1855.883836746216,12.778,4-6-8-9-23,84.978,8401.64
497,497,C1-C5-C9,43.1550251686253,8542.972721445949,7.390975952148438e-05,C1-C5-C9-C17-C18,"(1, 5, 9, 17, 18)",C1-C5-C9-C17-C18,36.4300012588501,13995,9231.224060058594,1865.628004074097,12.732,1-5-9-17-18,89.284,8571.310000000001
498,498,C3-C5-C7,41.20896641203704,10018.953747795536,7.462501525878906e-05,C3-C5-C7-C20-C24,"(3, 5, 7, 20, 24)",C3-C5-C7-C20-C24,31.31999969482422,13988,9234.909772872925,1854.2749881744385,12.805,3-5-7-20-24,83.43199999999999,8720.34
499,499,C4-C8-C10,48.33092460989547,9825.881694285272,7.367134094238281e-05,C4-C8-C10-C17-C21,"(4, 8, 10, 17, 21)",C4-C8-C10-C17-C21,52.86999940872192,13985,9266.321659088137,1867.3741817474363,12.773,4-8-10-17-21,90.264,8458.74
